t[s],Bpos,Bspd,A[cm²],Mma[Å²],P1[mN/m],P2[mN/m],T[°C],SP[V],pH,AD[V]
644.97,107.606,10,470.94,,0.005,0,-119.61,,-1.39,0
645.97,107.775,10,470.45,,0.0086,0,-100.16,,-1.39,0
647.09,107.959,10,469.92,,0.016,0,7.84,,-1.39,0
648.1,108.13,10,469.42,,0.012,0,-25.9,,-1.39,0
649.1,108.296,10,468.94,,0.0089,0,-78.1,,-1.39,0
650.1,108.464,10,468.46,,-0.0073,0,-320.29,,-1.39,0
651.22,108.649,10,467.92,,0.0055,0,-546.34,,-1.39,0
652.34,108.839,10,467.37,,-0.0043,0,-492.39,,-1.39,0
653.46,109.025,10,466.83,,-0.0012,0,-312.95,,-1.39,0
654.58,109.212,10,466.28,,0.0026,0,-304.85,,-1.39,0
655.71,109.402,10,465.73,,0.0008,0,-465.74,,-1.39,0
656.83,109.588,10,465.2,,-0.0042,0,-475.51,,-1.39,0
657.83,109.755,10,464.71,,0.0084,0,-333.85,,-1.39,0
658.95,109.943,10,464.17,,-0.0013,0,-247.88,,-1.39,0
660.07,110.125,10,463.64,,0.0036,0,-95.63,,-1.39,0
661.19,110.315,10,463.09,,-0.002,0,-36.3,,-1.39,0
662.2,110.483,10,462.6,,0.0123,0,-5.27,,-1.39,0
663.32,110.672,10,462.05,,0.011,0,31.43,,-1.39,0
664.32,110.839,10,461.57,,0.0126,0,-115.36,,-1.39,0
665.44,111.025,10,461.03,,0.0094,0,-35.02,,-1.39,0
666.56,111.213,10,460.48,,0.0117,0,-28.86,,-1.39,0
667.68,111.397,10,459.95,,0.0095,0,6.68,,-1.39,0
668.7,111.566,10,459.46,,0.013,0,-79.41,,-1.39,0
669.82,111.756,10,458.91,,0.0168,0,19.58,,-1.39,0
670.94,111.943,10,458.37,,0.01,0,41.1,,-1.39,0
671.95,112.108,10,457.89,,0.0049,0,85.85,,-1.39,0
672.95,112.275,10,457.4,,0.0166,0,-19.26,,-1.39,0
674.07,112.463,10,456.86,,0.0172,0,47.33,,-1.39,0
675.2,112.652,10,456.31,,0.0053,0,179,,-1.39,0
676.32,112.838,10,455.77,,0.0133,0,144.06,,-1.39,0
677.32,113.008,10,455.28,,0.0125,0,68.9,,-1.39,0
678.32,113.175,10,454.79,,0.0099,0,-140.55,,-1.39,0
679.45,113.363,10,454.25,,0.0242,0,-309.66,,-1.39,0
680.57,113.551,10,453.7,,0.0081,0,-420.39,,-1.39,0
681.7,113.738,10,453.16,,0.0142,0,-470.77,,-1.39,0
682.71,113.904,10,452.68,,-0.0002,0,-480.16,,-1.39,0
683.83,114.093,10,452.13,,0.0115,0,-273.84,,-1.39,0
684.83,114.26,10,451.65,,0.0078,0,48.38,,-1.39,0
685.95,114.448,10,451.1,,0.0161,0,76.02,,-1.39,0
686.96,114.617,10,450.61,,0.0085,0,-134.94,,-1.39,0
687.97,114.783,10,450.13,,0.0208,0,-313.76,,-1.39,0
688.98,114.951,10,449.64,,0.0028,0,-185.56,,-1.39,0
689.98,115.121,10,449.15,,0.019,0,-137.68,,-1.39,0
690.99,115.288,10,448.67,,0.0047,0,-105.06,,-1.39,0
692.11,115.476,10,448.12,,0.0191,0,-116.19,,-1.39,0
693.23,115.665,10,447.57,,0.0035,0,-27.48,,-1.39,0
694.36,115.849,10,447.04,,0.0112,0,4.26,,-1.39,0
695.48,116.039,10,446.49,,0.0084,0,-108.9,,-1.39,0
696.6,116.225,10,445.95,,0.0204,0,-243.42,,-1.39,0
697.6,116.393,10,445.46,,0.0051,0,-286.01,,-1.39,0
698.73,116.58,10,444.92,,0.0176,0,-319.12,,-1.39,0
699.85,116.767,10,444.38,,0.0102,0,-206.64,,-1.39,0
700.98,116.954,10,443.83,,0.0194,0,-78.95,,-1.39,0
702.09,117.141,10,443.29,,0.0169,0,11.96,,-1.39,0
703.22,117.33,10,442.74,,0.0274,0,81.92,,-1.39,0
704.22,117.498,10,442.26,,0.0331,0,177.22,,-1.39,0
705.34,117.684,10,441.72,,0.0355,0,196.07,,-1.39,0
706.34,117.85,10,441.23,,0.0295,0,62.67,,-1.39,0
707.47,118.038,10,440.69,,0.0396,0,-54.67,,-1.39,0
708.47,118.204,10,440.21,,0.0204,0,-265.31,,-1.39,0
709.59,118.391,10,439.66,,0.0322,0,-380.42,,-1.39,0
710.71,118.579,10,439.12,,0.0257,0,-151.38,,-1.39,0
711.84,118.767,10,438.58,,0.0321,0,77.28,,-1.39,0
712.84,118.932,10,438.1,,0.0153,0,111.62,,-1.39,0
713.97,119.127,10,437.53,,0.0348,0,-72,,-1.39,0
715.09,119.308,10,437.01,,0.0124,0,-187.73,,-1.39,0
716.21,119.499,10,436.45,,0.0205,0,-87.68,,-1.39,0
717.21,119.664,10,435.97,,0.0227,0,-102.8,,-1.39,0
718.34,119.854,10,435.42,,0.0212,0,-150.7,,-1.39,0
719.34,120.022,10,434.94,,0.0227,0,-88.4,,-1.39,0
720.46,120.211,10,434.39,,0.0232,0,-5,,-1.39,0
721.58,120.395,10,433.85,,0.0294,0,52.88,,-1.39,0
722.58,120.563,10,433.37,,0.0269,0,-155.46,,-1.39,0
723.71,120.752,10,432.82,,0.0325,0,-290.56,,-1.39,0
724.83,120.937,10,432.28,,0.0358,0,-125.77,,-1.39,0
725.83,121.105,10,431.79,,0.0412,0,-108.77,,-1.39,0
726.95,121.294,10,431.25,,0.0393,0,-70.19,,-1.39,0
728.08,121.478,10,430.71,,0.0318,0,45.39,,-1.39,0
729.2,121.666,10,430.17,,0.0291,0,18.28,,-1.39,0
730.32,121.855,10,429.62,,0.0411,0,-136.24,,-1.39,0
731.33,122.022,10,429.14,,0.0402,0,-272.08,,-1.39,0
732.45,122.208,10,428.6,,0.0279,0,-15.59,,-1.39,0
733.57,122.398,10,428.05,,0.0257,0,112.35,,-1.39,0
734.58,122.563,10,427.57,,0.0366,0,186.88,,-1.39,0
735.7,122.751,10,427.02,,0.0412,0,95.55,,-1.39,0
736.71,122.921,10,426.53,,0.0343,0,143.53,,-1.39,0
737.83,123.109,10,425.98,,0.0372,0,-43.16,,-1.39,0
738.96,123.296,10,425.44,,0.0322,0,-124.38,,-1.39,0
739.96,123.464,10,424.95,,0.0369,0,-91.24,,-1.39,0
741.08,123.651,10,424.41,,0.031,0,-84.18,,-1.39,0
742.09,123.816,10,423.93,,0.0411,0,-91.98,,-1.39,0
743.1,123.987,10,423.44,,0.0641,0,-102.3,,-1.39,0
744.23,124.175,10,422.89,,0.0401,0,-24.23,,-1.39,0
745.23,124.344,10,422.4,,0.0516,0,12.29,,-1.39,0
746.23,124.509,10,421.92,,0.0431,0,-9.76,,-1.39,0
747.24,124.677,10,421.44,,0.0498,0,-41.45,,-1.39,0
748.36,124.863,10,420.9,,0.0357,0,2.48,,-1.39,0
749.48,125.049,10,420.36,,0.0372,0,101.84,,-1.39,0
750.49,125.221,10,419.86,,0.0386,0,204.22,,-1.39,0
751.61,125.409,10,419.31,,0.0436,0,303.62,,-1.39,0
752.63,125.574,10,418.83,,0.045,0,252.13,,-1.39,0
753.64,125.745,10,418.34,,0.052,0,130.93,,-1.39,0
754.65,125.913,10,417.85,,0.0459,0,2.84,,-1.39,0
755.66,126.083,10,417.36,,0.0487,0,-88.25,,-1.39,0
756.66,126.25,10,416.87,,0.0533,0,-220.15,,-1.39,0
757.66,126.418,10,416.39,,0.045,0,-232.43,,-1.39,0
758.79,126.604,10,415.85,,0.0505,0,-213.88,,-1.39,0
759.91,126.792,10,415.3,,0.0468,0,-195.17,,-1.39,0
761.03,126.978,10,414.76,,0.0524,0,-194.56,,-1.39,0
762.15,127.168,10,414.21,,0.0475,0,-107.6,,-1.39,0
763.28,127.354,10,413.67,,0.0533,0,-239.72,,-1.39,0
764.28,127.521,10,413.19,,0.0492,0,-352.76,,-1.39,0
765.28,127.687,10,412.71,,0.0654,0,-166.85,,-1.39,0
766.4,127.876,10,412.16,,0.057,0,-66.63,,-1.39,0
767.4,128.041,10,411.68,,0.0689,0,26.46,,-1.39,0
768.53,128.229,10,411.13,,0.0523,0,-125.3,,-1.39,0
769.65,128.417,10,410.59,,0.0897,0,-116.82,,-1.39,0
770.77,128.604,10,410.05,,0.0632,0,-86.45,,-1.39,0
771.78,128.776,10,409.55,,0.0712,0,23.01,,-1.39,0
772.78,128.942,10,409.07,,0.0569,0,52.63,,-1.39,0
773.9,129.128,10,408.53,,0.0664,0,22.94,,-1.39,0
775.02,129.317,10,407.98,,0.0464,0,-67.89,,-1.39,0
776.15,129.504,10,407.44,,0.0684,0,-41.61,,-1.39,0
777.27,129.688,10,406.9,,0.0578,0,-31.09,,-1.39,0
778.27,129.858,10,406.41,,0.0699,0,-158.63,,-1.39,0
779.39,130.046,10,405.87,,0.0554,0,-324.98,,-1.39,0
780.51,130.228,10,405.34,,0.0604,0,-323.43,,-1.39,0
781.51,130.4,10,404.84,,0.0642,0,-349.13,,-1.39,0
782.52,130.568,10,404.35,,0.0644,0,-257.81,,-1.39,0
783.64,130.754,10,403.81,,0.079,0,-191.14,,-1.39,0
784.76,130.942,10,403.27,,0.0732,0,-183.1,,-1.39,0
785.89,131.128,10,402.73,,0.0662,0,-314.74,,-1.39,0
786.89,131.295,10,402.25,,0.0669,0,-284.28,,-1.39,0
787.9,131.464,10,401.75,,0.0607,0,-209.94,,-1.39,0
789.02,131.649,10,401.22,,0.0739,0,-59.21,,-1.39,0
790.14,131.837,10,400.67,,0.0669,0,-7.45,,-1.39,0
791.26,132.025,10,400.13,,0.0845,0,-27.56,,-1.39,0
792.39,132.213,10,399.58,,0.0883,0,-79.7,,-1.39,0
793.51,132.4,10,399.04,,0.079,0,-181.69,,-1.39,0
794.64,132.587,10,398.5,,0.0879,0,-203.16,,-1.39,0
795.76,132.775,10,397.95,,0.0836,0,-117.52,,-1.39,0
796.76,132.941,10,397.47,,0.0826,0,-77.23,,-1.39,0
797.88,133.131,10,396.92,,0.0825,0,7.86,,-1.39,0
798.88,133.296,10,396.44,,0.0843,0,118.81,,-1.39,0
800,133.483,10,395.9,,0.0845,0,236.44,,-1.39,0
801.12,133.672,10,395.35,,0.0872,0,72.58,,-1.39,0
802.13,133.843,10,394.85,,0.0878,0,6.87,,-1.39,0
803.14,134.01,10,394.37,,0.0935,0,34.78,,-1.39,0
804.26,134.197,10,393.83,,0.0889,0,73.04,,-1.39,0
805.27,134.363,10,393.35,,0.0835,0,-7.29,,-1.39,0
806.39,134.551,10,392.8,,0.0993,0,17.44,,-1.39,0
807.51,134.738,10,392.26,,0.0977,0,48.11,,-1.39,0
808.64,134.927,10,391.71,,0.0877,0,-131.92,,-1.39,0
809.76,135.111,10,391.18,,0.0957,0,-410.4,,-1.39,0
810.88,135.301,10,390.63,,0.1008,0,-469.08,,-1.39,0
812,135.488,10,390.08,,0.0985,0,-409.56,,-1.39,0
813,135.655,10,389.6,,0.1118,0,-399.14,,-1.39,0
814.12,135.842,10,389.06,,0.103,0,-261.56,,-1.39,0
815.12,136.009,10,388.57,,0.1099,0,-135.18,,-1.39,0
816.25,136.197,10,388.03,,0.1225,0,-26.41,,-1.39,0
817.25,136.361,10,387.55,,0.103,0,-8.91,,-1.39,0
818.27,136.533,10,387.05,,0.1142,0,-93.11,,-1.39,0
819.27,136.701,10,386.57,,0.1214,0,-272.06,,-1.39,0
820.28,136.87,10,386.08,,0.1251,0,-402.2,,-1.39,0
821.28,137.037,10,385.59,,0.1207,0,-249.8,,-1.39,0
822.29,137.203,10,385.11,,0.1257,0,43.29,,-1.39,0
823.41,137.391,10,384.57,,0.1168,0,220.17,,-1.39,0
824.53,137.579,10,384.02,,0.1329,0,244.25,,-1.39,0
825.54,137.746,10,383.54,,0.1182,0,257.39,,-1.39,0
826.65,137.934,10,382.99,,0.1319,0,86.74,,-1.39,0
827.78,138.12,10,382.45,,0.1267,0,-170.85,,-1.39,0
828.78,138.288,10,381.96,,0.1302,0,-237.07,,-1.39,0
829.9,138.475,10,381.42,,0.134,0,-91.44,,-1.39,0
831.03,138.662,10,380.88,,0.1438,0,-28.15,,-1.39,0
832.15,138.851,10,380.33,,0.1401,0,-63.49,,-1.39,0
833.15,139.016,10,379.85,,0.1471,0,-204.63,,-1.39,0
834.27,139.203,10,379.31,,0.1541,0,-131.61,,-1.39,0
835.39,139.393,10,378.76,,0.1514,0,-197.28,,-1.39,0
836.51,139.58,10,378.22,,0.1527,0,-207.87,,-1.39,0
837.63,139.765,10,377.68,,0.1751,0,-352.28,,-1.39,0
838.64,139.932,10,377.2,,0.1604,0,-326.08,,-1.39,0
839.76,140.12,10,376.65,,0.1726,0,-422.84,,-1.39,0
840.88,140.307,10,376.11,,0.1618,0,-238.68,,-1.39,0
841.88,140.475,10,375.62,,0.1854,0,-211.35,,-1.39,0
843,140.662,10,375.08,,0.1865,0,-182.79,,-1.39,0
844.13,140.849,10,374.54,,0.1889,0,-185.68,,-1.39,0
845.25,141.037,10,373.99,,0.1827,0,-107.11,,-1.39,0
846.37,141.224,10,373.45,,0.191,0,22.02,,-1.39,0
847.49,141.411,10,372.91,,0.184,0,110.35,,-1.39,0
848.62,141.601,10,372.36,,0.1935,0,85.35,,-1.39,0
849.74,141.787,10,371.82,,0.1985,0,-309.55,,-1.39,0
850.86,141.975,10,371.27,,0.2069,0,-446.58,,-1.39,0
851.99,142.161,10,370.73,,0.2049,0,-249.33,,-1.39,0
852.99,142.329,10,370.25,,0.2157,0,2.31,,-1.39,0
853.99,142.497,10,369.76,,0.2013,0,10.27,,-1.39,0
855.11,142.684,10,369.22,,0.2156,0,-7.29,,-1.39,0
856.23,142.87,10,368.68,,0.2078,0,134.11,,-1.39,0
857.36,143.06,10,368.13,,0.2334,0,300.38,,-1.39,0
858.48,143.247,10,367.58,,0.2369,0,301.64,,-1.39,0
859.61,143.434,10,367.04,,0.2496,0,284.43,,-1.39,0
860.73,143.621,10,366.5,,0.2495,0,127.42,,-1.39,0
861.73,143.787,10,366.02,,0.2691,0,-98.16,,-1.39,0
862.75,143.957,10,365.52,,0.2764,0,-241.89,,-1.39,0
863.76,144.126,10,365.03,,0.2744,0,-227.23,,-1.39,0
864.77,144.296,10,364.54,,0.2683,0,-236.56,,-1.39,0
865.89,144.483,10,364,,0.2924,0,-299.12,,-1.39,0
867.01,144.671,10,363.45,,0.2928,0,-180.02,,-1.39,0
868.13,144.86,10,362.91,,0.3067,0,24.31,,-1.39,0
869.14,145.025,10,362.43,,0.3104,0,-113.99,,-1.39,0
870.27,145.213,10,361.88,,0.3196,0,-364.47,,-1.39,0
871.38,145.399,10,361.34,,0.3221,0,-443.5,,-1.39,0
872.5,145.588,10,360.8,,0.3347,0,-253.72,,-1.39,0
873.63,145.775,10,360.25,,0.3268,0,126.48,,-1.39,0
874.76,145.963,10,359.71,,0.3481,0,97.64,,-1.39,0
875.88,146.148,10,359.17,,0.3566,0,-18.46,,-1.39,0
877,146.336,10,358.62,,0.3568,0,-145.08,,-1.39,0
878,146.502,10,358.14,,0.3808,0,-25.58,,-1.39,0
879.12,146.69,10,357.6,,0.3828,0,15.08,,-1.39,0
880.13,146.857,10,357.11,,0.4037,0,29.87,,-1.39,0
881.24,147.045,10,356.57,,0.4018,0,49.63,,-1.39,0
882.37,147.234,10,356.02,,0.4287,0,-66.54,,-1.39,0
883.38,147.398,10,355.55,,0.4399,0,-202.74,,-1.39,0
884.39,147.57,10,355.05,,0.4451,0,-256.29,,-1.39,0
885.4,147.738,10,354.56,,0.4593,0,-184.68,,-1.39,0
886.4,147.907,10,354.07,,0.4794,0,-15.64,,-1.39,0
887.42,148.074,10,353.59,,0.484,0,125.3,,-1.39,0
888.42,148.24,10,353.1,,0.5069,0,183.17,,-1.39,0
889.55,148.43,10,352.55,,0.5129,0,-18.47,,-1.39,0
890.67,148.616,10,352.01,,0.5308,0,-282.17,,-1.39,0
891.79,148.807,10,351.46,,0.5315,0,-383.97,,-1.39,0
892.8,148.974,10,350.98,,0.5575,0,-371.03,,-1.39,0
893.8,149.14,10,350.49,,0.5697,0,-302.32,,-1.39,0
894.91,149.327,10,349.95,,0.6014,0,-210.98,,-1.39,0
896.04,149.516,10,349.4,,0.603,0,-321.1,,-1.39,0
897.04,149.682,10,348.92,,0.6367,0,-183.47,,-1.39,0
898.16,149.866,10,348.39,,0.6448,0,64.34,,-1.39,0
899.28,150.057,10,347.84,,0.6692,0,277.77,,-1.39,0
900.28,150.226,10,347.34,,0.668,0,217.45,,-1.39,0
901.29,150.391,10,346.86,,0.6974,0,-3.32,,-1.39,0
902.41,150.577,10,346.33,,0.7116,0,-46.83,,-1.39,0
903.54,150.764,10,345.78,,0.7384,0,-60.32,,-1.39,0
904.66,150.954,10,345.23,,0.7601,0,-48.83,,-1.39,0
905.66,151.12,10,344.75,,0.7939,0,-162.83,,-1.39,0
906.79,151.307,10,344.21,,0.7981,0,-345.55,,-1.39,0
907.91,151.494,10,343.67,,0.8386,0,-295.03,,-1.39,0
908.91,151.661,10,343.18,,0.8512,0,-96.06,,-1.39,0
910.03,151.849,10,342.64,,0.8858,0,162.08,,-1.39,0
911.03,152.016,10,342.15,,0.8961,0,16.08,,-1.39,0
912.04,152.182,10,341.67,,0.9181,0,-81.94,,-1.39,0
913.15,152.371,10,341.12,,0.9502,0,-215.39,,-1.39,0
914.28,152.558,10,340.58,,0.9718,0,-33.59,,-1.39,0
915.4,152.745,10,340.04,,1.0041,0,83.15,,-1.39,0
916.53,152.931,10,339.5,,1.0186,0,45.68,,-1.4,0
917.65,153.126,10,338.93,,1.0528,0,-117.55,,-1.4,0
918.66,153.291,10,338.46,,1.0813,0,-77.2,,-1.4,0
919.78,153.477,10,337.92,,1.1032,0,-106.68,,-1.4,0
920.91,153.667,10,337.37,,1.1464,0,-28.39,,-1.4,0
921.91,153.834,10,336.88,,1.1732,0,-95.19,,-1.4,0
922.92,154.004,10,336.39,,1.2041,0,7.81,,-1.4,0
923.92,154.169,10,335.91,,1.2295,0,10.62,,-1.4,0
925.04,154.357,10,335.37,,1.2599,0,-10.54,,-1.4,0
926.05,154.523,10,334.88,,1.2948,0,-115.33,,-1.4,0
927.05,154.69,10,334.4,,1.3229,0,-146.86,,-1.4,0
928.17,154.88,10,333.85,,1.3745,0,-62.96,,-1.4,0
929.29,155.067,10,333.31,,1.4011,0,-71.09,,-1.4,0
930.29,155.232,10,332.83,,1.4526,0,-143.79,,-1.4,0
931.41,155.419,10,332.28,,1.4769,0,-316.61,,-1.4,0
932.41,155.587,10,331.8,,1.5291,0,-303.26,,-1.4,0
933.41,155.753,10,331.32,,1.5681,0,-168.46,,-1.4,0
934.54,155.94,10,330.77,,1.6004,0,109.28,,-1.4,0
935.66,156.13,10,330.22,,1.6399,0,-97.88,,-1.4,0
936.66,156.295,10,329.74,,1.6801,0,-333.06,,-1.4,0
937.67,156.462,10,329.26,,1.7244,0,-239.53,,-1.4,0
938.67,156.632,10,328.77,,1.7601,0,-17.7,,-1.4,0
939.8,156.819,10,328.22,,1.8151,0,56.12,,-1.4,0
940.92,157.008,10,327.68,,1.862,0,9.05,,-1.4,0
942.04,157.195,10,327.13,,1.9098,0,146.88,,-1.4,0
943.05,157.363,10,326.65,,1.9456,0,135.82,,-1.4,0
944.06,157.528,10,326.17,,1.9944,0,71.08,,-1.4,0
945.18,157.715,10,325.63,,2.025,0,-74.24,,-1.4,0
946.2,157.886,10,325.13,,2.0889,0,-120.42,,-1.4,0
947.32,158.074,10,324.58,,2.1328,0,-86.94,,-1.4,0
948.44,158.262,10,324.04,,2.1861,0,-97.78,,-1.4,0
949.45,158.427,10,323.56,,2.2202,0,-237.39,,-1.4,0
950.46,158.599,10,323.06,,2.2862,0,-350.69,,-1.4,0
951.47,158.764,10,322.58,,2.333,0,-410,,-1.4,0
952.48,158.937,10,322.08,,2.3813,0,-224.55,,-1.4,0
953.49,159.103,10,321.6,,2.4254,0,-106.47,,-1.4,0
954.49,159.269,10,321.12,,2.4878,0,119.58,,-1.4,0
955.49,159.437,10,320.63,,2.5352,0,227.1,,-1.4,0
956.62,159.626,10,320.09,,2.5979,0,142.77,,-1.4,0
957.62,159.794,10,319.6,,2.6657,0,111.33,,-1.4,0
958.74,159.978,10,319.06,,2.7478,0,18.35,,-1.4,0
959.86,160.167,10,318.52,,2.7862,0,-93.88,,-1.4,0
960.99,160.354,10,317.97,,2.8556,0,-204.25,,-1.4,0
962.11,160.54,10,317.43,,2.9173,0,-162.86,,-1.4,0
963.11,160.712,10,316.94,,2.9971,0,-61.07,,-1.4,0
964.11,160.877,10,316.46,,3.0458,0,-115.25,,-1.4,0
965.24,161.064,10,315.91,,3.1459,0,-355.72,,-1.4,0
966.36,161.254,10,315.36,,3.2178,0,-456.8,,-1.4,0
