Angle,,,,,,,Intensity
10,2190,1,,,,632,1558
10.02,2179,1,,,,586,1593
10.04,2230,1,,,,631,1599
10.06,2189,1,,,,645,1544
10.08,2223,1,,,,631,1592
10.1,2178,1,,,,610,1568
10.12,2206,1,,,,642,1564
10.14,2235,1,,,,643,1592
10.16,2251,1,,,,609,1642
10.18,2258,1,,,,602,1656
10.2,2304,1,,,,655,1649
10.22,2451,1,,,,642,1809
10.24,2470,1,,,,641,1829
10.26,2455,1,,,,612,1843
10.28,2465,1,,,,670,1795
10.3,2497,1,,,,579,1918
10.32,2578,1,,,,655,1923
10.34,2682,1,,,,622,2060
10.36,2738,1,,,,611,2127
10.38,2722,1,,,,630,2092
10.4,2913,1,,,,611,2302
10.42,2914,1,,,,595,2319
10.44,3011,1,,,,614,2397
10.46,3252,1,,,,625,2627
10.48,3437,1,,,,622,2815
10.5,3596,1,,,,617,2979
10.52,3812,1,,,,630,3182
10.54,4007,1,,,,654,3353
10.56,4388,1,,,,639,3749
10.58,4855,1,,,,663,4192
10.6,5142,1,,,,632,4510
10.62,5570,1,,,,638,4932
10.64,6210,1,,,,661,5549
10.66,6807,1,,,,621,6186
10.68,7475,1,,,,625,6850
10.7,8218,1,,,,653,7565
10.72,9062,1,,,,666,8396
10.74,10083,1,,,,620,9463
10.76,11052,1,,,,658,10394
10.78,12513,1,,,,642,11871
10.8,14282,1,,,,684,13598
10.82,16120,1,,,,673,15447
10.84,18155,1,,,,623,17532
10.86,20995,1,,,,656,20339
10.88,24510,1,,,,680,23830
10.9,28415,1,,,,681,27734
10.92,33531,1,,,,627,32904
10.94,39675,1,,,,669,39006
10.96,46989,1,,,,642,46347
10.98,54699,1,,,,690,54009
11,61779,1,,,,627,61152
11.02,66380,1,,,,703,65677
11.04,66130,1,,,,707,65423
11.06,59852,1,,,,656,59196
11.08,49805,1,,,,662,49143
11.1,38860,1,,,,687,38173
11.12,29310,1,,,,676,28634
11.14,22208,1,,,,665,21543
11.16,16601,1,,,,661,15940
11.18,12828,1,,,,647,12181
11.2,10368,1,,,,653,9715
11.22,8355,1,,,,648,7707
11.24,7169,1,,,,681,6488
11.26,6196,1,,,,715,5481
11.28,5608,1,,,,679,4929
11.3,5119,1,,,,691,4428
11.32,4731,1,,,,692,4039
11.34,4387,1,,,,663,3724
11.36,4120,1,,,,689,3431
11.38,3845,1,,,,679,3166
11.4,3686,1,,,,660,3026
11.42,3562,1,,,,686,2876
11.44,3507,1,,,,713,2794
11.46,3373,1,,,,629,2744
11.48,3261,1,,,,712,2549
11.5,3172,1,,,,668,2504
11.52,3096,1,,,,674,2422
11.54,2970,1,,,,676,2294
11.56,2882,1,,,,679,2203
11.58,2874,1,,,,673,2201
11.6,2835,1,,,,671,2164
11.62,2858,1,,,,692,2166
11.64,2860,1,,,,670,2190
11.66,2769,1,,,,690,2079
11.68,2703,1,,,,713,1990
11.7,2676,1,,,,695,1981
11.72,2705,1,,,,710,1995
11.74,2644,1,,,,679,1965
11.76,2624,1,,,,695,1929
11.78,2612,1,,,,698,1914
11.8,2522,1,,,,715,1807
11.82,2570,1,,,,728,1842
11.84,2531,1,,,,752,1779
11.86,2557,1,,,,679,1878
11.88,2539,1,,,,708,1831
11.9,2475,1,,,,668,1807
11.92,2534,1,,,,690,1844
11.94,2555,1,,,,736,1819
11.96,2470,1,,,,673,1797
11.98,2496,1,,,,764,1732
12,2462,1,,,,679,1783
12.02,2465,1,,,,719,1746
12.04,2440,1,,,,776,1664
12.06,2447,1,,,,719,1728
12.08,2438,1,,,,716,1722
12.1,2491,1,,,,755,1736
12.12,2411,1,,,,786,1625
12.14,2395,1,,,,749,1646
12.16,2470,1,,,,760,1710
12.18,2417,1,,,,766,1651
12.2,2376,1,,,,727,1649
12.22,2374,1,,,,714,1660
12.24,2441,1,,,,745,1696
12.26,2362,1,,,,723,1639
12.28,2428,1,,,,721,1707
12.3,2422,1,,,,728,1694
12.32,2479,1,,,,779,1700
12.34,2425,1,,,,752,1673
12.36,2437,1,,,,758,1679
12.38,2409,1,,,,760,1649
12.4,2464,1,,,,735,1729
12.42,2453,1,,,,757,1696
12.44,2400,1,,,,780,1620
12.46,2488,1,,,,752,1736
12.48,2493,1,,,,766,1727
12.5,2380,1,,,,784,1596
12.52,2464,1,,,,745,1719
12.54,2476,1,,,,783,1693
12.56,2493,1,,,,777,1716
12.58,2429,1,,,,708,1721
12.6,2613,1,,,,729,1884
12.62,2528,1,,,,771,1757
12.64,2673,1,,,,766,1907
12.66,2676,1,,,,806,1870
12.68,2718,1,,,,781,1937
12.7,2760,1,,,,753,2007
12.72,2826,1,,,,746,2080
12.74,2942,1,,,,736,2206
12.76,3059,1,,,,725,2334
12.78,3157,1,,,,746,2411
12.8,3323,1,,,,745,2578
12.82,3466,1,,,,788,2678
12.84,3640,1,,,,801,2839
12.86,3787,1,,,,766,3021
12.88,3936,1,,,,795,3141
12.9,4094,1,,,,772,3322
12.92,4500,1,,,,785,3715
12.94,4855,1,,,,824,4031
12.96,5224,1,,,,767,4457
12.98,5501,1,,,,751,4750
13,6118,1,,,,760,5358
13.02,6607,1,,,,770,5837
13.04,7542,1,,,,762,6780
13.06,8214,1,,,,811,7403
13.08,9294,1,,,,807,8487
13.1,10590,1,,,,798,9792
13.12,12130,1,,,,804,11326
13.14,14254,1,,,,775,13479
13.16,17111,1,,,,771,16340
13.18,19647,1,,,,757,18890
13.2,23165,1,,,,816,22349
13.22,26735,1,,,,775,25960
13.24,29908,1,,,,813,29095
13.26,31995,1,,,,811,31184
13.28,32115,1,,,,833,31282
13.3,29582,1,,,,823,28759
13.32,25438,1,,,,845,24593
13.34,20397,1,,,,861,19536
13.36,16001,1,,,,816,15185
13.38,12612,1,,,,812,11800
13.4,9687,1,,,,836,8851
13.42,7733,1,,,,833,6900
13.44,6358,1,,,,811,5547
13.46,5410,1,,,,825,4585
13.48,4838,1,,,,814,4024
13.5,4521,1,,,,859,3662
13.52,4135,1,,,,866,3269
13.54,3870,1,,,,842,3028
13.56,3735,1,,,,833,2902
13.58,3496,1,,,,831,2665
13.6,3376,1,,,,841,2535
13.62,3190,1,,,,839,2351
13.64,3212,1,,,,849,2363
13.66,3054,1,,,,767,2287
13.68,2962,1,,,,857,2105
13.7,2938,1,,,,839,2099
13.72,2931,1,,,,869,2062
13.74,2901,1,,,,816,2085
13.76,2892,1,,,,849,2043
13.78,2736,1,,,,857,1879
13.8,2743,1,,,,817,1926
13.82,2618,1,,,,878,1740
13.84,2682,1,,,,843,1839
13.86,2716,1,,,,847,1869
13.88,2698,1,,,,865,1833
13.9,2692,1,,,,857,1835
13.92,2645,1,,,,887,1758
13.94,2683,1,,,,837,1846
13.96,2668,1,,,,871,1797
13.98,2618,1,,,,870,1748
14,2650,1,,,,856,1794
14.02,2639,1,,,,811,1828
14.04,2682,1,,,,836,1846
14.06,2720,1,,,,871,1849
14.08,2668,1,,,,869,1799
14.1,2613,1,,,,913,1700
14.12,2533,1,,,,863,1670
14.14,2611,1,,,,875,1736
14.16,2663,1,,,,885,1778
14.18,2656,1,,,,885,1771
14.2,2613,1,,,,870,1743
14.22,2566,1,,,,915,1651
14.24,2620,1,,,,874,1746
14.26,2686,1,,,,939,1747
14.28,2563,1,,,,928,1635
14.3,2584,1,,,,884,1700
14.32,2586,1,,,,898,1688
14.34,2693,1,,,,891,1802
14.36,2649,1,,,,900,1749
14.38,2599,1,,,,877,1722
14.4,2598,1,,,,895,1703
14.42,2615,1,,,,889,1726
14.44,2693,1,,,,933,1760
14.46,2637,1,,,,983,1654
14.48,2630,1,,,,921,1709
14.5,2627,1,,,,936,1691
14.52,2697,1,,,,900,1797
14.54,2689,1,,,,905,1784
14.56,2728,1,,,,920,1808
14.58,2766,1,,,,886,1880
14.6,2764,1,,,,966,1798
14.62,2754,1,,,,933,1821
14.64,2768,1,,,,959,1809
14.66,2772,1,,,,945,1827
14.68,2739,1,,,,960,1779
14.7,2726,1,,,,923,1803
14.72,2816,1,,,,929,1887
14.74,2723,1,,,,985,1738
14.76,2733,1,,,,936,1797
14.78,2815,1,,,,984,1831
14.8,2766,1,,,,1002,1764
14.82,2753,1,,,,985,1768
14.84,2861,1,,,,943,1918
14.86,2853,1,,,,997,1856
14.88,2842,1,,,,1000,1842
14.9,2976,1,,,,948,2028
14.92,3096,1,,,,972,2124
14.94,3074,1,,,,973,2101
14.96,3244,1,,,,948,2296
14.98,3295,1,,,,965,2330
15,3371,1,,,,986,2385
15.02,3532,1,,,,1001,2531
15.04,3514,1,,,,985,2529
15.06,3768,1,,,,1001,2767
15.08,3849,1,,,,955,2894
15.1,4189,1,,,,1008,3181
15.12,4265,1,,,,1019,3246
15.14,4666,1,,,,1038,3628
15.16,4723,1,,,,1073,3650
15.18,5069,1,,,,1039,4030
15.2,5343,1,,,,1037,4306
15.22,5875,1,,,,998,4877
15.24,6347,1,,,,1003,5344
15.26,7005,1,,,,1007,5998
15.28,7845,1,,,,1043,6802
15.3,8788,1,,,,1026,7762
15.32,10134,1,,,,1004,9130
15.34,11538,1,,,,1065,10473
15.36,13305,1,,,,994,12311
15.38,15638,1,,,,1013,14625
15.4,18619,1,,,,1014,17605
15.42,21754,1,,,,1054,20700
15.44,25957,1,,,,1036,24921
15.46,30445,1,,,,1068,29377
15.48,34737,1,,,,995,33742
15.5,37064,1,,,,1044,36020
15.52,37700,1,,,,1019,36681
15.54,35516,1,,,,1008,34508
15.56,30644,1,,,,1045,29599
15.58,25145,1,,,,1056,24089
15.6,20137,1,,,,1040,19097
15.62,15962,1,,,,1087,14875
15.64,12589,1,,,,1071,11518
15.66,9918,1,,,,1050,8868
15.68,8399,1,,,,975,7424
15.7,7217,1,,,,1036,6181
15.72,6237,1,,,,1061,5176
15.74,5633,1,,,,1089,4544
15.76,5104,1,,,,1041,4063
15.78,4805,1,,,,1030,3775
15.8,4487,1,,,,1082,3405
15.82,4304,1,,,,1061,3243
15.84,4065,1,,,,1062,3003
15.86,3969,1,,,,1091,2878
15.88,3786,1,,,,1002,2784
15.9,3786,1,,,,1097,2689
15.92,3567,1,,,,1112,2455
15.94,3514,1,,,,1109,2405
15.96,3457,1,,,,1130,2327
15.98,3543,1,,,,1082,2461
16,3486,1,,,,1036,2450
16.02,3326,1,,,,1047,2279
16.04,3266,1,,,,1150,2116
16.06,3272,1,,,,1152,2120
16.08,3345,1,,,,1086,2259
16.1,3265,1,,,,1179,2086
16.12,3285,1,,,,1129,2156
16.14,3339,1,,,,1173,2166
16.16,3219,1,,,,1175,2044
16.18,3230,1,,,,1133,2097
16.2,3130,1,,,,1124,2006
16.22,3113,1,,,,1131,1982
16.24,3194,1,,,,1114,2080
16.26,3145,1,,,,1158,1987
16.28,3218,1,,,,1198,2020
16.3,3211,1,,,,1142,2069
16.32,3268,1,,,,1229,2039
16.34,3183,1,,,,1178,2005
16.36,3103,1,,,,1187,1916
16.38,3154,1,,,,1097,2057
16.4,3103,1,,,,1181,1922
16.42,3116,1,,,,1210,1906
16.44,3107,1,,,,1198,1909
16.46,3104,1,,,,1170,1934
16.48,3228,1,,,,1175,2053
16.5,3143,1,,,,1195,1948
16.52,3100,1,,,,1273,1827
16.54,3017,1,,,,1183,1834
16.56,3167,1,,,,1204,1963
16.58,3250,1,,,,1215,2035
16.6,3231,1,,,,1171,2060
16.62,3186,1,,,,1154,2032
16.64,3121,1,,,,1212,1909
16.66,3150,1,,,,1244,1906
16.68,3066,1,,,,1295,1771
16.7,3132,1,,,,1239,1893
16.72,3248,1,,,,1265,1983
16.74,3267,1,,,,1243,2024
16.76,3177,1,,,,1233,1944
16.78,3196,1,,,,1237,1959
16.8,3241,1,,,,1259,1982
16.82,3264,1,,,,1237,2027
16.84,3197,1,,,,1268,1929
16.86,3248,1,,,,1265,1983
16.88,3341,1,,,,1210,2131
16.9,3309,1,,,,1240,2069
16.92,3261,1,,,,1251,2010
16.94,3183,1,,,,1291,1892
16.96,3173,1,,,,1324,1849
16.98,3265,1,,,,1267,1998
17,3247,1,,,,1300,1947
17.02,3255,1,,,,1274,1981
17.04,3230,1,,,,1278,1952
17.06,3262,1,,,,1328,1934
17.08,3391,1,,,,1360,2031
17.1,3412,1,,,,1306,2106
17.12,3422,1,,,,1325,2097
17.14,3363,1,,,,1313,2050
17.16,3422,1,,,,1306,2116
17.18,3510,1,,,,1378,2132
17.2,3540,1,,,,1409,2131
17.22,3511,1,,,,1266,2245
17.24,3652,1,,,,1325,2327
17.26,3617,1,,,,1292,2325
17.28,3711,1,,,,1248,2463
17.3,3654,1,,,,1403,2251
17.32,3840,1,,,,1399,2441
17.34,3907,1,,,,1348,2559
17.36,3976,1,,,,1335,2641
17.38,4068,1,,,,1357,2711
17.4,4182,1,,,,1345,2837
17.42,4187,1,,,,1410,2777
17.44,4485,1,,,,1362,3123
17.46,4634,1,,,,1368,3266
17.48,4802,1,,,,1447,3355
17.5,5004,1,,,,1402,3602
17.52,5395,1,,,,1358,4037
17.54,5790,1,,,,1419,4371
17.56,6213,1,,,,1385,4828
17.58,6763,1,,,,1413,5350
17.6,7516,1,,,,1459,6057
17.62,8614,1,,,,1434,7180
17.64,9714,1,,,,1301,8413
17.66,11213,1,,,,1407,9806
17.68,12888,1,,,,1511,11377
17.7,14789,1,,,,1434,13355
17.72,16362,1,,,,1446,14916
17.74,17719,1,,,,1383,16336
17.76,18634,1,,,,1361,17273
17.78,18415,1,,,,1454,16961
17.8,17319,1,,,,1447,15872
17.82,15153,1,,,,1469,13684
17.84,12891,1,,,,1442,11449
17.86,10807,1,,,,1485,9322
17.88,8905,1,,,,1504,7401
17.9,7542,1,,,,1441,6101
17.92,6483,1,,,,1495,4988
17.94,5898,1,,,,1497,4401
17.96,5408,1,,,,1489,3919
17.98,5018,1,,,,1506,3512
18,4648,1,,,,1503,3145
18.02,4584,1,,,,1470,3114
18.04,4422,1,,,,1486,2936
18.06,4184,1,,,,1501,2683
18.08,4157,1,,,,1554,2603
18.1,4080,1,,,,1505,2575
18.12,4168,1,,,,1548,2620
18.14,3980,1,,,,1547,2433
18.16,4091,1,,,,1544,2547
18.18,3983,1,,,,1536,2447
18.2,3841,1,,,,1515,2326
18.22,3820,1,,,,1586,2234
18.24,3901,1,,,,1522,2379
18.26,3887,1,,,,1545,2342
18.28,3868,1,,,,1564,2304
18.3,3919,1,,,,1581,2338
18.32,3808,1,,,,1558,2250
18.34,3895,1,,,,1573,2322
18.36,3865,1,,,,1603,2262
18.38,3799,1,,,,1627,2172
18.4,3898,1,,,,1605,2293
18.42,3844,1,,,,1571,2273
18.44,3812,1,,,,1585,2227
18.46,3805,1,,,,1549,2256
18.48,3851,1,,,,1628,2223
18.5,3872,1,,,,1666,2206
18.52,3887,1,,,,1653,2234
18.54,3846,1,,,,1587,2259
18.56,3800,1,,,,1584,2216
18.58,3898,1,,,,1606,2292
18.6,3762,1,,,,1625,2137
18.62,3905,1,,,,1658,2247
18.64,3854,1,,,,1657,2197
18.66,3883,1,,,,1622,2261
18.68,3907,1,,,,1664,2243
18.7,3755,1,,,,1622,2133
18.72,3874,1,,,,1676,2198
18.74,3862,1,,,,1686,2176
18.76,3978,1,,,,1630,2348
18.78,3875,1,,,,1634,2241
18.8,3845,1,,,,1674,2171
18.82,3963,1,,,,1589,2374
18.84,3923,1,,,,1620,2303
18.86,3913,1,,,,1703,2210
18.88,3891,1,,,,1675,2216
18.9,3863,1,,,,1769,2094
18.92,3915,1,,,,1655,2260
18.94,3964,1,,,,1669,2295
18.96,3942,1,,,,1701,2241
18.98,4030,1,,,,1708,2322
19,4033,1,,,,1770,2263
19.02,3981,1,,,,1790,2191
19.04,4026,1,,,,1790,2236
19.06,4038,1,,,,1731,2307
19.08,3950,1,,,,1718,2232
19.1,4090,1,,,,1824,2266
19.12,4084,1,,,,1842,2242
19.14,4077,1,,,,1745,2332
19.16,4206,1,,,,1757,2449
19.18,4094,1,,,,1730,2364
19.2,4251,1,,,,1754,2497
19.22,4262,1,,,,1722,2540
19.24,4257,1,,,,1792,2465
19.26,4157,1,,,,1768,2389
19.28,4218,1,,,,1772,2446
19.3,4248,1,,,,1803,2445
19.32,4263,1,,,,1838,2425
19.34,4395,1,,,,1887,2508
19.36,4414,1,,,,1821,2593
19.38,4465,1,,,,1787,2678
19.4,4450,1,,,,1768,2682
19.42,4508,1,,,,1862,2646
19.44,4452,1,,,,1824,2628
19.46,4514,1,,,,1827,2687
19.48,4482,1,,,,1912,2570
19.5,4455,1,,,,1858,2597
19.52,4602,1,,,,1839,2763
19.54,4527,1,,,,1759,2768
19.56,4701,1,,,,1875,2826
19.58,4766,1,,,,1878,2888
19.6,4853,1,,,,1887,2966
19.62,4966,1,,,,1891,3075
19.64,4983,1,,,,1785,3198
19.66,5108,1,,,,1896,3212
19.68,5303,1,,,,1861,3442
19.7,5451,1,,,,1959,3492
19.72,5540,1,,,,1811,3729
19.74,5707,1,,,,1916,3791
19.76,6139,1,,,,1960,4179
19.78,6408,1,,,,1934,4474
19.8,6936,1,,,,1937,4999
19.82,7294,1,,,,1885,5409
19.84,8005,1,,,,1941,6064
19.86,8701,1,,,,1911,6790
19.88,9847,1,,,,1882,7965
19.9,11285,1,,,,1958,9327
19.92,12906,1,,,,1977,10929
19.94,14883,1,,,,1966,12917
19.96,16832,1,,,,1956,14876
19.98,18978,1,,,,1913,17065
20,20555,1,,,,1967,18588
20.02,21241,1,,,,1932,19309
20.04,20857,1,,,,1928,18929
20.06,19271,1,,,,2037,17234
20.08,16986,1,,,,2008,14978
20.1,14651,1,,,,1973,12678
20.12,12319,1,,,,1990,10329
20.14,10211,1,,,,2018,8193
20.16,8826,1,,,,1979,6847
20.18,7693,1,,,,2066,5627
20.2,6874,1,,,,2047,4827
20.22,6345,1,,,,2034,4311
20.24,5928,1,,,,2036,3892
20.26,5670,1,,,,1995,3675
20.28,5548,1,,,,2039,3509
20.3,5299,1,,,,2071,3228
20.32,5202,1,,,,2032,3170
20.34,5037,1,,,,2109,2928
20.36,5036,1,,,,2120,2916
20.38,5059,1,,,,2072,2987
20.4,5102,1,,,,2026,3076
20.42,4986,1,,,,2058,2928
20.44,4830,1,,,,2034,2796
20.46,4877,1,,,,2019,2858
20.48,4932,1,,,,2053,2879
20.5,4805,1,,,,2055,2750
20.52,4792,1,,,,2085,2707
20.54,4803,1,,,,2040,2763
20.56,4719,1,,,,2025,2694
20.58,4782,1,,,,2045,2737
20.6,4744,1,,,,2104,2640
20.62,4814,1,,,,2176,2638
20.64,4750,1,,,,2190,2560
20.66,4731,1,,,,2099,2632
20.68,4732,1,,,,2119,2613
20.7,4845,1,,,,2124,2721
20.72,4811,1,,,,2116,2695
20.74,4741,1,,,,2127,2614
20.76,4743,1,,,,2175,2568
20.78,4718,1,,,,2105,2613
20.8,4825,1,,,,2097,2728
20.82,4681,1,,,,2119,2562
20.84,4719,1,,,,2080,2639
20.86,4864,1,,,,2157,2707
20.88,4835,1,,,,2169,2666
20.9,4818,1,,,,2179,2639
20.92,4764,1,,,,2246,2518
20.94,4732,1,,,,2132,2600
20.96,4718,1,,,,2078,2640
20.98,4745,1,,,,2132,2613
21,4873,1,,,,2205,2668
21.02,4812,1,,,,2219,2593
21.04,4819,1,,,,2261,2558
21.06,4873,1,,,,2174,2699
21.08,4848,1,,,,2191,2657
21.1,4926,1,,,,2211,2715
21.12,4841,1,,,,2208,2633
21.14,4926,1,,,,2166,2760
21.16,4939,1,,,,2211,2728
21.18,4891,1,,,,2232,2659
21.2,4958,1,,,,2185,2773
21.22,4989,1,,,,2214,2775
21.24,4907,1,,,,2248,2659
21.26,4853,1,,,,2250,2603
21.28,4936,1,,,,2224,2712
21.3,4793,1,,,,2208,2585
21.32,4947,1,,,,2230,2717
21.34,4995,1,,,,2193,2802
21.36,4987,1,,,,2216,2771
21.38,5023,1,,,,2126,2897
21.4,5018,1,,,,2220,2798
21.42,4803,1,,,,2214,2589
21.44,4956,1,,,,2224,2732
21.46,4964,1,,,,2235,2729
21.48,4943,1,,,,2254,2689
21.5,4973,1,,,,2327,2646
21.52,4967,1,,,,2202,2765
21.54,5022,1,,,,2258,2764
21.56,5086,1,,,,2263,2823
21.58,5081,1,,,,2263,2818
21.6,5084,1,,,,2291,2793
21.62,4947,1,,,,2337,2610
21.64,5050,1,,,,2342,2708
21.66,5003,1,,,,2248,2755
21.68,5045,1,,,,2290,2755
21.7,5019,1,,,,2305,2714
21.72,5109,1,,,,2239,2870
21.74,5135,1,,,,2257,2878
21.76,5184,1,,,,2276,2908
21.78,5119,1,,,,2370,2749
21.8,5072,1,,,,2329,2743
21.82,5253,1,,,,2262,2991
21.84,5229,1,,,,2270,2959
21.86,5300,1,,,,2232,3068
21.88,5265,1,,,,2319,2946
21.9,5246,1,,,,2348,2898
21.92,5270,1,,,,2301,2969
21.94,5344,1,,,,2289,3055
21.96,5504,1,,,,2312,3192
21.98,5565,1,,,,2351,3214
22,5691,1,,,,2401,3290
22.02,5763,1,,,,2340,3423
22.04,5854,1,,,,2332,3522
22.06,6067,1,,,,2392,3675
22.08,6198,1,,,,2373,3825
22.1,6522,1,,,,2328,4194
22.12,6814,1,,,,2291,4523
22.14,7349,1,,,,2348,5001
22.16,7810,1,,,,2319,5491
22.18,8337,1,,,,2345,5992
22.2,9132,1,,,,2357,6775
22.22,9957,1,,,,2368,7589
22.24,10935,1,,,,2375,8560
22.26,11577,1,,,,2387,9190
22.28,11957,1,,,,2376,9581
22.3,11935,1,,,,2389,9546
22.32,11336,1,,,,2380,8956
22.34,10464,1,,,,2297,8167
22.36,9462,1,,,,2385,7077
22.38,8502,1,,,,2351,6151
22.4,7578,1,,,,2431,5147
22.42,7042,1,,,,2328,4714
22.44,6484,1,,,,2362,4122
22.46,6173,1,,,,2491,3682
22.48,5889,1,,,,2400,3489
22.5,5747,1,,,,2346,3401
22.52,5595,1,,,,2339,3256
22.54,5589,1,,,,2398,3191
22.56,5596,1,,,,2462,3134
22.58,5542,1,,,,2443,3099
22.6,5536,1,,,,2313,3223
22.62,5471,1,,,,2380,3091
22.64,5480,1,,,,2336,3144
22.66,5404,1,,,,2352,3052
22.68,5317,1,,,,2337,2980
22.7,5492,1,,,,2435,3057
22.72,5419,1,,,,2458,2961
22.74,5494,1,,,,2418,3076
22.76,5487,1,,,,2452,3035
22.78,5433,1,,,,2389,3044
22.8,5409,1,,,,2368,3041
22.82,5329,1,,,,2447,2882
22.84,5411,1,,,,2396,3015
22.86,5360,1,,,,2358,3002
22.88,5371,1,,,,2367,3004
22.9,5322,1,,,,2348,2974
22.92,5343,1,,,,2428,2915
22.94,5269,1,,,,2407,2862
22.96,5304,1,,,,2462,2842
22.98,5321,1,,,,2425,2896
23,5302,1,,,,2477,2825
23.02,5341,1,,,,2442,2899
23.04,5254,1,,,,2454,2800
23.06,5233,1,,,,2449,2784
23.08,5210,1,,,,2449,2761
23.1,5348,1,,,,2403,2945
23.12,5272,1,,,,2398,2874
23.14,5327,1,,,,2478,2849
23.16,5386,1,,,,2388,2998
23.18,5401,1,,,,2459,2942
23.2,5364,1,,,,2407,2957
23.22,5277,1,,,,2414,2863
23.24,5146,1,,,,2431,2715
23.26,5274,1,,,,2413,2861
23.28,5200,1,,,,2401,2799
23.3,5332,1,,,,2408,2924
23.32,5328,1,,,,2503,2825
23.34,5320,1,,,,2427,2893
23.36,5405,1,,,,2445,2960
23.38,5374,1,,,,2471,2903
23.4,5417,1,,,,2320,3097
23.42,5356,1,,,,2400,2956
23.44,5347,1,,,,2529,2818
23.46,5426,1,,,,2445,2981
23.48,5478,1,,,,2504,2974
23.5,5341,1,,,,2508,2833
23.52,5381,1,,,,2475,2906
23.54,5386,1,,,,2420,2966
23.56,5353,1,,,,2505,2848
23.58,5362,1,,,,2489,2873
23.6,5369,1,,,,2460,2909
23.62,5417,1,,,,2531,2886
23.64,5414,1,,,,2460,2954
23.66,5468,1,,,,2415,3053
23.68,5336,1,,,,2431,2905
23.7,5356,1,,,,2478,2878
23.72,5339,1,,,,2514,2825
23.74,5485,1,,,,2508,2977
